feature,importance
own_player_hero_winrate_alltime_max,0.39533446709556347
candidate_ally_synergy_mean,0.37177064988641995
own_player_hero_avg_xp_per_min_alltime_max,0.3626475453424498
own_team_candidate_pick_count_patch,0.36194627905913934
own_player_hero_avg_kda_alltime_max,0.3475116859367038
own_player_hero_avg_xp_per_min_patch_max,0.34573442423784406
opponent_team_candidate_contested_count_patch,0.3408340278957759
candidate_core_prob,0.331552576501889
own_team_candidate_pick_rate_patch,0.3280074051451965
own_roster_player_matches_patch_mean,0.3272306795204503
own_roster_player_winrate_alltime_mean,0.323780905682377
enemy_pos5_filled,0.3076549840401461
opponent_player_hero_winrate_alltime_mean,0.3026538717590745
opponent_team_candidate_contested_rate_patch,0.30193946020855533
opponent_roster_player_matches_alltime_mean,0.2958060366116374
enemy_pos3_filled,0.29212453162644814
opponent_team_candidate_early_pick_rate_patch,0.28328512953569274
own_mean_player_candidate_role_fit,0.28003170982003706
opponent_team_candidate_early_pick_rate_alltime,0.27478844104649425
opponent_player_hero_avg_tower_damage_alltime_max,0.2717270649919897
own_team_candidate_avg_pick_order_alltime,0.2690199600663263
ally_pos3_filled,0.2680355725190724
ally_pos5_filled,0.2624065647552745
own_team_candidate_ban_against_count_patch,0.2553924109864874
candidate_vs_enemy_counter_min,0.24782131390709813
own_roster_player_avg_gold_per_min_alltime_mean,0.24532337120589884
opponent_team_candidate_pick_rate_patch,0.23681432450384388
own_player_hero_avg_hero_damage_alltime_max,0.2359374137743362
own_player_hero_avg_gold_per_min_patch_max,0.2308500255058115
opponent_player_hero_avg_kda_patch_max,0.22624427976749184
enemy_pos4_filled,0.22518407699661952
candidate_pos3_prob,0.22267013178615375
own_team_candidate_contested_count_patch,0.22176529998997999
own_player_hero_avg_gold_per_min_alltime_max,0.21307766463265887
opponent_team_candidate_ban_against_rate_patch,0.2076188330430816
opponent_player_hero_avg_gold_per_min_alltime_max,0.201571389619783
ally_pos2_filled,0.19530236529129916
opponent_team_candidate_ban_against_rate_alltime,0.19513384500021316
enemy_pos2_filled,0.19274193567536213
opponent_best_player_candidate_role_fit,0.19089047829899564
n_ally_bans_before,0.183817354130917
enemy_support_count_soft,0.17969564527892679
opponent_player_hero_games_alltime_max,0.17943774097378729
candidate_pos5_prob,0.17027355828257112
opponent_player_hero_avg_kda_alltime_max,0.16786754934494036
enemy_pos1_filled,0.16675545970380842
candidate_pos4_prob,0.15842692365782057
opponent_team_candidate_pick_rate_alltime,0.15684493378915992
opponent_team_candidate_matches_patch,0.15595134053053458
opponent_roster_player_avg_kda_patch_mean,0.15357844702815465
opponent_team_candidate_pick_count_patch,0.1531277004658787
own_team_candidate_contested_count_alltime,0.15213907916156075
own_team_candidate_ban_against_rate_alltime,0.1384698016787443
own_team_candidate_contested_rate_alltime,0.13733988143545833
enemy_core_count_soft,0.13364910612302944
opponent_team_candidate_winrate_alltime,0.1277944964144287
own_best_player_candidate_role_fit,0.12726856933382671
opponent_player_hero_winrate_alltime_max,0.12693958391466578
opponent_team_candidate_winrate_patch,0.12296216974592239
opponent_roster_player_avg_xp_per_min_alltime_mean,0.12264371329172467
own_player_hero_games_patch_max,0.11725753593763705
opponent_team_candidate_pick_count_alltime,0.11123227783986782
own_roster_player_avg_xp_per_min_alltime_mean,0.11019144612966057
own_roster_player_winrate_patch_mean,0.10998057354386569
opponent_player_hero_games_alltime_mean,0.10986289631651609
opponent_player_hero_avg_gold_per_min_patch_max,0.10844868436917458
opponent_player_hero_avg_xp_per_min_alltime_max,0.10545848036655452
opponent_team_candidate_contested_count_alltime,0.10358023853142447
opponent_player_hero_avg_hero_damage_alltime_max,0.09447362115962037
own_team_candidate_ban_against_rate_patch,0.08555625403268605
opponent_player_hero_winrate_patch_max,0.08085918600694118
own_team_candidate_ban_against_count_alltime,0.07911265965767018
draft_phase,0.07650553773060065
opponent_team_candidate_contested_rate_alltime,0.07134568181228802
opponent_team_candidate_avg_pick_order_alltime,0.06721362101833153
own_team_candidate_early_pick_rate_alltime,0.0654534749584613
own_team_candidate_pick_count_alltime,0.05998089303243393
opponent_roster_player_winrate_alltime_mean,0.04316341116735208
own_roster_player_avg_kda_alltime_mean,0.04197357585874822
opponent_roster_player_winrate_patch_mean,0.040999252700099686
own_team_candidate_winrate_patch,0.037831490833846876
own_roster_player_matches_alltime_mean,0.03720844769776805
acting_side,0.028195067298927914
own_roster_player_avg_kda_patch_mean,0.02280016011116997
opponent_roster_player_avg_gold_per_min_alltime_mean,0.019891856570002572
own_team_candidate_matches_patch,0.017929030194841492
opponent_roster_player_avg_kda_alltime_mean,0.016255838837424604
opponent_team_candidate_ban_against_count_patch,0.0037811600997504657
patch,0.0
n_enemy_bans_before,0.0
action_type,0.0
league_name,0.0
opponent_player_hero_games_patch_max,0.0
opponent_roster_player_matches_patch_mean,0.0
opponent_team_candidate_matches_alltime,0.0
opponent_team_candidate_ban_against_count_alltime,0.0
opponent_mean_player_candidate_role_fit,0.0
